library,title,year,plex_rating,imdb_rating,imdb_votes,rt_score,metacritic_score,decision,reason,misidentified_hint,file,file_size,rating_key,guid,imdb_id,poster_url,trailer_url,thumb,omdb_json,wikidata_id,wikipedia_title
Superheroes,Los nuevos mutantes,2020,3.6,5.3,96983,37,43,MAYBE,score_bayes=5.47 entre umbral DELETE=4.90 y KEEP=7.50 (evidencia intermedia),,/mnt/Infantil_01/01. Superheroes/01. Marvel/Los nuevos mutantes (2020).mkv,3807512619,21307,plex://movie/5d9f3cb2e4fc29001eb6f974,tt4682266,https://m.media-amazon.com/images/M/MV5BZGVlMjBkYmMtZDhmYS00N2QyLWI2YTgtMDU2N2UwOWYzM2MxXkEyXkFqcGc@._V1_SX300.jpg,N/A,/library/metadata/21307/thumb/1762568568,"{""Title"": ""The New Mutants"", ""Year"": ""2020"", ""Rated"": ""PG-13"", ""Released"": ""28 Aug 2020"", ""Runtime"": ""94 min"", ""Genre"": ""Action, Horror, Mystery"", ""Director"": ""Josh Boone"", ""Writer"": ""Josh Boone, Knate Lee"", ""Actors"": ""Maisie Williams, Anya Taylor-Joy, Charlie Heaton"", ""Plot"": ""Five young mutants, just discovering their abilities while held in a secret facility against their will, fight to escape their past sins and save themselves."", ""Language"": ""English, Portuguese, Latin"", ""Country"": ""United States"", ""Awards"": ""4 nominations total"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BZGVlMjBkYmMtZDhmYS00N2QyLWI2YTgtMDU2N2UwOWYzM2MxXkEyXkFqcGc@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""5.3/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""37%""}, {""Source"": ""Metacritic"", ""Value"": ""43/100""}], ""Metascore"": ""43"", ""imdbRating"": ""5.3"", ""imdbVotes"": ""96,983"", ""imdbID"": ""tt4682266"", ""Type"": ""movie"", ""DVD"": ""N/A"", ""BoxOffice"": ""$23,852,659"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}",,
Sagas,Annabelle: Vuelve a casa,2019,6.4,5.9,96848,64,53,MAYBE,score_bayes=6.02 entre umbral DELETE=4.90 y KEEP=7.50 (evidencia intermedia),Title mismatch: Plex='Annabelle: Vuelve a casa' vs OMDb='Annabelle Comes Home' (sim=0.56),/mnt/Sagas/00.Sagas/Expediente Warren/Annabelle Vuelve A Casa (2019).mkv,1835780787,20979,plex://movie/5d777046b2739400200e6b74,tt8350360,https://m.media-amazon.com/images/M/MV5BMjRjYmQ5NTQtYzIyNi00MmNlLTlmNjYtNjQ3NzRlZmY3YjFlXkEyXkFqcGc@._V1_SX300.jpg,N/A,/library/metadata/20979/thumb/1765248131,"{""Title"": ""Annabelle Comes Home"", ""Year"": ""2019"", ""Rated"": ""R"", ""Released"": ""26 Jun 2019"", ""Runtime"": ""106 min"", ""Genre"": ""Horror, Mystery, Thriller"", ""Director"": ""Gary Dauberman"", ""Writer"": ""Gary Dauberman, James Wan"", ""Actors"": ""Vera Farmiga, Patrick Wilson, Mckenna Grace"", ""Plot"": ""While babysitting the daughter of Ed and Lorraine Warren, a teenager and her friend unknowingly awaken an evil spirit trapped in a doll."", ""Language"": ""English"", ""Country"": ""United States"", ""Awards"": ""2 nominations total"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BMjRjYmQ5NTQtYzIyNi00MmNlLTlmNjYtNjQ3NzRlZmY3YjFlXkEyXkFqcGc@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""5.9/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""64%""}, {""Source"": ""Metacritic"", ""Value"": ""53/100""}], ""Metascore"": ""53"", ""imdbRating"": ""5.9"", ""imdbVotes"": ""96,848"", ""imdbID"": ""tt8350360"", ""Type"": ""movie"", ""DVD"": ""N/A"", ""BoxOffice"": ""$74,152,591"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}",,
Películas de Adolescentes,Hermosas criaturas,2013,4.7,6.1,92390,47,52,MAYBE,score_bayes=6.20 entre umbral DELETE=4.90 y KEEP=7.50 (evidencia intermedia),Title mismatch: Plex='Hermosas criaturas' vs OMDb='Beautiful Creatures' (sim=0.54),/mnt/Infantil_01/02.Peliculas de adolescentes/02. Otras productoras/04. Terror/Brujas/Hermosas Criaturas (2013).mkv,2909913479,27287,plex://movie/5d77692696b655001fdcb912,tt1559547,https://m.media-amazon.com/images/M/MV5BMTQyMjYwODMwMl5BMl5BanBnXkFtZTcwODUwNzY5OA@@._V1_SX300.jpg,N/A,/library/metadata/27287/thumb/1764900505,"{""Title"": ""Beautiful Creatures"", ""Year"": ""2013"", ""Rated"": ""PG-13"", ""Released"": ""14 Feb 2013"", ""Runtime"": ""124 min"", ""Genre"": ""Drama, Fantasy, Romance"", ""Director"": ""Richard LaGravenese"", ""Writer"": ""Richard LaGravenese, Kami Garcia, Margaret Stohl"", ""Actors"": ""Alice Englert, Viola Davis, Emma Thompson"", ""Plot"": ""Ethan Wate longs to escape his small southern town. He meets a mysterious new girl, Lena Duchannes. Together, they uncover dark secrets about their respective families, their history, and their town."", ""Language"": ""English"", ""Country"": ""United States"", ""Awards"": ""9 nominations total"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BMTQyMjYwODMwMl5BMl5BanBnXkFtZTcwODUwNzY5OA@@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""6.1/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""47%""}, {""Source"": ""Metacritic"", ""Value"": ""52/100""}], ""Metascore"": ""52"", ""imdbRating"": ""6.1"", ""imdbVotes"": ""92,390"", ""imdbID"": ""tt1559547"", ""Type"": ""movie"", ""DVD"": ""N/A"", ""BoxOffice"": ""$19,452,138"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}",,
Películas,Emilia Pérez,2024,,5.4,92044,,70,MAYBE,score_bayes=5.57 entre umbral DELETE=4.90 y KEEP=7.50 (evidencia intermedia),,/mnt/ADULTOS_VOL_00/00.Movies/07. Musical/Emilia Pérez (2024).mkv,2069701026,20707,plex://movie/6284c9b8f018e53ba85742fd,tt20221436,https://m.media-amazon.com/images/M/MV5BNjBhMWVmYjQtYmI2NC00NjdiLTliMjQtODliYjI5OTZmMzczXkEyXkFqcGc@._V1_SX300.jpg,N/A,/library/metadata/20707/thumb/1763696699,"{""Title"": ""Emilia Pérez"", ""Year"": ""2024"", ""Rated"": ""R"", ""Released"": ""13 Nov 2024"", ""Runtime"": ""132 min"", ""Genre"": ""Crime, Drama, Musical"", ""Director"": ""Jacques Audiard"", ""Writer"": ""Jacques Audiard, Thomas Bidegain, Léa Mysius"", ""Actors"": ""Zoe Saldaña, Karla Sofía Gascón, Selena Gomez"", ""Plot"": ""It follows three remarkable women in Mexico, each pursuing their own happiness. Cartel leader Emilia enlists unappreciated lawyer Rita to help fake her death so that she can finally live authentically as her true self."", ""Language"": ""Spanish, English"", ""Country"": ""France, Mexico, Belgium"", ""Awards"": ""Won 2 Oscars. 125 wins & 237 nominations total"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BNjBhMWVmYjQtYmI2NC00NjdiLTliMjQtODliYjI5OTZmMzczXkEyXkFqcGc@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""5.4/10""}, {""Source"": ""Metacritic"", ""Value"": ""70/100""}], ""Metascore"": ""70"", ""imdbRating"": ""5.4"", ""imdbVotes"": ""92,044"", ""imdbID"": ""tt20221436"", ""Type"": ""movie"", ""DVD"": ""N/A"", ""BoxOffice"": ""N/A"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}",,
Animación 3D,Ga'Hoole: La leyenda de los guardianes,2010,5.2,6.9,91015,52,53,MAYBE,score_bayes=6.91 entre umbral DELETE=4.90 y KEEP=7.50 (evidencia intermedia),Title mismatch: Plex='Ga'Hoole: La leyenda de los guardianes' vs OMDb='Legend of the Guardians: The Owls of Ga'Hoole' (sim=0.44),/mnt/Infantil_01/03. Peliculas animación/02. Animacion 3D/Otros/Ga'Hoole La Leyenda De Los Guardianes (2010).mkv,3466828256,14040,plex://movie/5d7768751999bc0020dc55d5,tt1219342,https://m.media-amazon.com/images/M/MV5BMjE0NjA5OTA4N15BMl5BanBnXkFtZTcwODA3MTA3Mw@@._V1_SX300.jpg,N/A,/library/metadata/14040/thumb/1759970021,"{""Title"": ""Legend of the Guardians: The Owls of Ga'Hoole"", ""Year"": ""2010"", ""Rated"": ""PG"", ""Released"": ""24 Sep 2010"", ""Runtime"": ""97 min"", ""Genre"": ""Animation, Action, Adventure"", ""Director"": ""Zack Snyder"", ""Writer"": ""John Orloff, Emil Stern, Kathryn Lasky"", ""Actors"": ""Jim Sturgess, Hugo Weaving, David Wenham"", ""Plot"": ""The young owl Soren is kidnapped by the evil owls of St. Aegolious who want to turn him into a soldier. He escapes with some of his friends and warns the mythical guardians about the evil plan."", ""Language"": ""English"", ""Country"": ""United States, Australia, United Kingdom"", ""Awards"": ""4 wins & 23 nominations total"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BMjE0NjA5OTA4N15BMl5BanBnXkFtZTcwODA3MTA3Mw@@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""6.9/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""52%""}, {""Source"": ""Metacritic"", ""Value"": ""53/100""}], ""Metascore"": ""53"", ""imdbRating"": ""6.9"", ""imdbVotes"": ""91,015"", ""imdbID"": ""tt1219342"", ""Type"": ""movie"", ""DVD"": ""N/A"", ""BoxOffice"": ""$55,675,313"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}",,
Películas Infantiles,Dumbo,2019,4.6,6.2,87012,46,51,MAYBE,score_bayes=6.30 entre umbral DELETE=4.90 y KEEP=7.50 (evidencia intermedia),,/mnt/Infantil_01/05.Peliculas Infantiles/01. Disney/12. Animales/Dumbo (2019).mkv,4422601110,27882,plex://movie/5d776b84ad5437001f7a1f95,tt3861390,https://m.media-amazon.com/images/M/MV5BNjMxMDE0MDI1Ml5BMl5BanBnXkFtZTgwMzExNTU3NjM@._V1_SX300.jpg,N/A,/library/metadata/27882/thumb/1764900698,"{""Title"": ""Dumbo"", ""Year"": ""2019"", ""Rated"": ""PG"", ""Released"": ""29 Mar 2019"", ""Runtime"": ""112 min"", ""Genre"": ""Adventure, Family, Fantasy"", ""Director"": ""Tim Burton"", ""Writer"": ""Ehren Kruger, Helen Aberson, Harold Pearl"", ""Actors"": ""Colin Farrell, Michael Keaton, Danny DeVito"", ""Plot"": ""A young elephant, whose oversized ears enable him to fly, helps save a struggling circus, but when the circus plans a new venture, Dumbo and his friends discover dark secrets beneath its shiny veneer."", ""Language"": ""English, French"", ""Country"": ""United Kingdom, Canada, Australia, United States"", ""Awards"": ""4 wins & 13 nominations total"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BNjMxMDE0MDI1Ml5BMl5BanBnXkFtZTgwMzExNTU3NjM@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""6.2/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""46%""}, {""Source"": ""Metacritic"", ""Value"": ""51/100""}], ""Metascore"": ""51"", ""imdbRating"": ""6.2"", ""imdbVotes"": ""87,012"", ""imdbID"": ""tt3861390"", ""Type"": ""movie"", ""DVD"": ""N/A"", ""BoxOffice"": ""$114,766,307"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}",,
Películas,Salvaje,2020,4.9,6.0,85028,49,40,MAYBE,score_bayes=6.12 entre umbral DELETE=4.90 y KEEP=7.50 (evidencia intermedia),Title mismatch: Plex='Salvaje' vs OMDb='Unhinged' (sim=0.13),/mnt/ADULTOS_VOL_00/00.Movies/04. Terror/Sicopatas/Salvaje (2020).mkv,3245556993,21528,plex://movie/5d7770e6594b2b001e7538b7,tt10059518,https://m.media-amazon.com/images/M/MV5BMmQ2OTZiNmUtZDc4MS00ODY2LTg2MzEtYzE1ZDFiMDRmNTM2XkEyXkFqcGc@._V1_SX300.jpg,N/A,/library/metadata/21528/thumb/1745176568,"{""Title"": ""Unhinged"", ""Year"": ""2020"", ""Rated"": ""R"", ""Released"": ""21 Aug 2020"", ""Runtime"": ""90 min"", ""Genre"": ""Action, Thriller"", ""Director"": ""Derrick Borte"", ""Writer"": ""Carl Ellsworth"", ""Actors"": ""Russell Crowe, Caren Pistorius, Gabriel Bateman"", ""Plot"": ""After a confrontation with an unstable man at an intersection, a woman becomes the target of his rage."", ""Language"": ""English"", ""Country"": ""United Kingdom, United States"", ""Awards"": ""1 nomination total"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BMmQ2OTZiNmUtZDc4MS00ODY2LTg2MzEtYzE1ZDFiMDRmNTM2XkEyXkFqcGc@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""6.0/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""49%""}, {""Source"": ""Metacritic"", ""Value"": ""40/100""}], ""Metascore"": ""40"", ""imdbRating"": ""6.0"", ""imdbVotes"": ""85,028"", ""imdbID"": ""tt10059518"", ""Type"": ""movie"", ""DVD"": ""N/A"", ""BoxOffice"": ""$20,831,465"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}",,
Películas Infantiles,Corazón de tinta,2008,3.8,6.1,84111,38,49,MAYBE,score_bayes=6.16 entre umbral DELETE=4.90 y KEEP=7.50 (evidencia intermedia),Title mismatch: Plex='Corazón de tinta' vs OMDb='Inkheart' (sim=0.25),/mnt/Infantil_01/05.Peliculas Infantiles/02. Otras productoras/04. Terror/Paranormal/Corazón de tinta (2008).mkv,4583286140,28953,plex://movie/5d77682b151a60001f24b97a,tt0494238,https://m.media-amazon.com/images/M/MV5BZjMwY2M0MGQtYzBkYS00YWZkLTg0YWUtZThkMzcwNjRjOTJmXkEyXkFqcGc@._V1_SX300.jpg,N/A,/library/metadata/28953/thumb/1762103234,"{""Title"": ""Inkheart"", ""Year"": ""2008"", ""Rated"": ""PG"", ""Released"": ""23 Jan 2009"", ""Runtime"": ""106 min"", ""Genre"": ""Adventure, Family, Fantasy"", ""Director"": ""Iain Softley"", ""Writer"": ""David Lindsay-Abaire, Cornelia Funke"", ""Actors"": ""Brendan Fraser, Andy Serkis, Eliza Bennett"", ""Plot"": ""A teenage girl discovers her father has an amazing talent to bring characters out of their books and must try to stop a freed villain from destroying them all, with the help of her father, her aunt, and a storybook's hero."", ""Language"": ""English"", ""Country"": ""Germany, United Kingdom, United States, Italy"", ""Awards"": ""1 win total"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BZjMwY2M0MGQtYzBkYS00YWZkLTg0YWUtZThkMzcwNjRjOTJmXkEyXkFqcGc@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""6.1/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""38%""}, {""Source"": ""Metacritic"", ""Value"": ""49/100""}], ""Metascore"": ""49"", ""imdbRating"": ""6.1"", ""imdbVotes"": ""84,111"", ""imdbID"": ""tt0494238"", ""Type"": ""movie"", ""DVD"": ""N/A"", ""BoxOffice"": ""$17,303,424"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}",,
Películas,Rock of Ages. La era del rock,2012,,5.9,83301,43,47,MAYBE,score_bayes=6.03 entre umbral DELETE=4.90 y KEEP=7.50 (evidencia intermedia),,/mnt/ADULTOS_VOL_00/00.Movies/07. Musical/Rock of Ages (2012).mkv,3297043217,19358,plex://movie/5d7768c347dd6e001f6be528,tt1336608,https://m.media-amazon.com/images/M/MV5BMTg2NDQyODAzNF5BMl5BanBnXkFtZTcwMTg5MDA3Nw@@._V1_SX300.jpg,N/A,/library/metadata/19358/thumb/1763696652,"{""Title"": ""Rock of Ages"", ""Year"": ""2012"", ""Rated"": ""PG-13"", ""Released"": ""15 Jun 2012"", ""Runtime"": ""123 min"", ""Genre"": ""Comedy, Drama, Musical"", ""Director"": ""Adam Shankman"", ""Writer"": ""Justin Theroux, Chris D'Arienzo, Allan Loeb"", ""Actors"": ""Julianne Hough, Diego Boneta, Tom Cruise"", ""Plot"": ""A small-town girl and a city boy meet on the Sunset Strip while pursuing their Hollywood dreams."", ""Language"": ""English"", ""Country"": ""United States"", ""Awards"": ""2 wins & 8 nominations total"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BMTg2NDQyODAzNF5BMl5BanBnXkFtZTcwMTg5MDA3Nw@@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""5.9/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""43%""}, {""Source"": ""Metacritic"", ""Value"": ""47/100""}], ""Metascore"": ""47"", ""imdbRating"": ""5.9"", ""imdbVotes"": ""83,301"", ""imdbID"": ""tt1336608"", ""Type"": ""movie"", ""DVD"": ""N/A"", ""BoxOffice"": ""$38,518,613"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}",,
Animación 3D,Ice Age 5 : El gran cataclismo,2016,1.8,5.7,83066,18,34,MAYBE,score_bayes=5.85 entre umbral DELETE=4.90 y KEEP=7.50 (evidencia intermedia),Title mismatch: Plex='Ice Age 5 : El gran cataclismo' vs OMDb='Ice Age: Collision Course' (sim=0.50) | RT muy bajo (18% ≤ 20%) para una peli aparentemente conocida (83066 votos IMDb).,/mnt/Infantil_01/03. Peliculas animación/02. Animacion 3D/Otros/Ice Age 5 - El gran Cataclismo (2016).mkv,4387022220,26688,plex://movie/5d776af3fb0d55001f556a53,tt3416828,https://m.media-amazon.com/images/M/MV5BMTUwMTk2ODc1OV5BMl5BanBnXkFtZTgwMzU4MzgzOTE@._V1_SX300.jpg,N/A,/library/metadata/26688/thumb/1759970317,"{""Title"": ""Ice Age: Collision Course"", ""Year"": ""2016"", ""Rated"": ""PG"", ""Released"": ""22 Jul 2016"", ""Runtime"": ""94 min"", ""Genre"": ""Animation, Adventure, Comedy"", ""Director"": ""Michael Thurmeier, Galen T. Chu"", ""Writer"": ""Michael J. Wilson, Michael Berg, Yoni Brenner"", ""Actors"": ""Ray Romano, Denis Leary, John Leguizamo"", ""Plot"": ""When Scrat's acorn sends an asteroid to Earth, the Herd must find a way to stop the asteroid from hitting Earth with the help of a returning friend."", ""Language"": ""English"", ""Country"": ""United States, United Kingdom"", ""Awards"": ""2 wins total"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BMTUwMTk2ODc1OV5BMl5BanBnXkFtZTgwMzU4MzgzOTE@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""5.7/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""18%""}, {""Source"": ""Metacritic"", ""Value"": ""34/100""}], ""Metascore"": ""34"", ""imdbRating"": ""5.7"", ""imdbVotes"": ""83,066"", ""imdbID"": ""tt3416828"", ""Type"": ""movie"", ""DVD"": ""N/A"", ""BoxOffice"": ""$64,063,008"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}",,
Películas de Adolescentes,The Monkey,2025,7.7,5.9,81685,77,62,MAYBE,score_bayes=6.04 entre umbral DELETE=4.90 y KEEP=7.50 (evidencia intermedia),,/mnt/Infantil_01/02.Peliculas de adolescentes/02. Otras productoras/04. Terror/Paranormal/The Monkey (2025).mkv,2595078994,28565,plex://movie/645bee92d7bfe4a7c17f81e2,tt27714946,https://m.media-amazon.com/images/M/MV5BNzZhMTc5MWUtOTE2MS00MjUwLTljYWEtYTk1ZmVjNzhmMzYzXkEyXkFqcGc@._V1_SX300.jpg,N/A,/library/metadata/28565/thumb/1764900806,"{""Title"": ""The Monkey"", ""Year"": ""2025"", ""Rated"": ""R"", ""Released"": ""21 Feb 2025"", ""Runtime"": ""98 min"", ""Genre"": ""Horror"", ""Director"": ""Osgood Perkins"", ""Writer"": ""Osgood Perkins, Stephen King"", ""Actors"": ""Theo James, Tatiana Maslany, Christian Convery"", ""Plot"": ""When twin brothers Bill and Hal find their father's old monkey toy in the attic, a series of gruesome deaths start. The siblings decide to throw the toy away and move on with their lives, growing apart over the years."", ""Language"": ""English"", ""Country"": ""United States, United Kingdom, Canada"", ""Awards"": ""3 wins & 5 nominations total"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BNzZhMTc5MWUtOTE2MS00MjUwLTljYWEtYTk1ZmVjNzhmMzYzXkEyXkFqcGc@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""5.9/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""77%""}, {""Source"": ""Metacritic"", ""Value"": ""62/100""}], ""Metascore"": ""62"", ""imdbRating"": ""5.9"", ""imdbVotes"": ""81,685"", ""imdbID"": ""tt27714946"", ""Type"": ""movie"", ""DVD"": ""N/A"", ""BoxOffice"": ""$39,724,909"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}",,
Películas,Chloe,2009,,6.2,81562,52,49,MAYBE,score_bayes=6.25 entre umbral DELETE=4.90 y KEEP=7.50 (evidencia intermedia),,/mnt/ADULTOS_VOL_00/00.Movies/09. Thriller/Chloe (2009).mkv,3809813030,27396,plex://movie/5d776856999c64001ec33988,tt1352824,https://m.media-amazon.com/images/M/MV5BMTczMzExNTkyMV5BMl5BanBnXkFtZTcwODUyMzAyMw@@._V1_SX300.jpg,N/A,/library/metadata/27396/thumb/1759845526,"{""Title"": ""Chloe"", ""Year"": ""2009"", ""Rated"": ""R"", ""Released"": ""01 Oct 2025"", ""Runtime"": ""96 min"", ""Genre"": ""Drama, Mystery, Thriller"", ""Director"": ""Atom Egoyan"", ""Writer"": ""Erin Cressida Wilson, Anne Fontaine"", ""Actors"": ""Julianne Moore, Liam Neeson, Amanda Seyfried"", ""Plot"": ""Suspecting her husband of infidelity, gynecologist Dr. Catherine Stewart hires an escort named Chloe in order to test his faithfulness. Soon, the relationships between all three intensify."", ""Language"": ""English"", ""Country"": ""Canada, France, United States"", ""Awards"": ""3 wins & 5 nominations total"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BMTczMzExNTkyMV5BMl5BanBnXkFtZTcwODUyMzAyMw@@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""6.2/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""52%""}, {""Source"": ""Metacritic"", ""Value"": ""49/100""}], ""Metascore"": ""49"", ""imdbRating"": ""6.2"", ""imdbVotes"": ""81,562"", ""imdbID"": ""tt1352824"", ""Type"": ""movie"", ""DVD"": ""N/A"", ""BoxOffice"": ""$3,075,255"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}",,
Películas,Triple 9,2016,,6.3,80610,54,52,MAYBE,score_bayes=6.39 entre umbral DELETE=4.90 y KEEP=7.50 (evidencia intermedia),,/mnt/ADULTOS_VOL_00/00.Movies/01. Accion/Triple 9 (2016).mkv,5215470468,23732,plex://movie/5d7769b5fb0d55001f52d92c,tt1712261,https://m.media-amazon.com/images/M/MV5BMjQyMjg2NDk0MV5BMl5BanBnXkFtZTgwNzU5Njc5NjE@._V1_SX300.jpg,N/A,/library/metadata/23732/thumb/1753226636,"{""Title"": ""Triple 9"", ""Year"": ""2016"", ""Rated"": ""R"", ""Released"": ""26 Feb 2016"", ""Runtime"": ""115 min"", ""Genre"": ""Action, Crime, Drama"", ""Director"": ""John Hillcoat"", ""Writer"": ""Matt Cook"", ""Actors"": ""Casey Affleck, Chiwetel Ejiofor, Anthony Mackie"", ""Plot"": ""Criminals and crooked cops hatch a devious scheme to use an honest lawman as a pawn for a heist."", ""Language"": ""English, Spanish, Russian"", ""Country"": ""United States"", ""Awards"": ""4 nominations total"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BMjQyMjg2NDk0MV5BMl5BanBnXkFtZTgwNzU5Njc5NjE@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""6.3/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""54%""}, {""Source"": ""Metacritic"", ""Value"": ""52/100""}], ""Metascore"": ""52"", ""imdbRating"": ""6.3"", ""imdbVotes"": ""80,610"", ""imdbID"": ""tt1712261"", ""Type"": ""movie"", ""DVD"": ""N/A"", ""BoxOffice"": ""$12,639,297"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}",,
